	Store Number	City	2015 Sales	2015 Sales mean	County Number	Price per Liter mean	Zip Code	2015 Volume Sold (Liters)	2015 Volume Sold (Liters) mean	2015 Margin mean	2015 Margin sum	2015 Sales Q1	2016 Sales Q1	County Name
13	2285	IOWA CITY	76927.11	251.395784314	52.0	24.7769825708	52240	3860.35	12.6155228758	84.0555882353	25721.01	10019.12	12448.07	Lee
14	2290	STORM LAKE	56289.66	72.0738284251	11.0	18.9226869926	50588	3620.45	4.63565941101	24.0812291933	18807.44	12085.15	2196.57	Johnson
15	2327	CORNING	10245.14	54.2070899471	2.0	17.3241036785	50841	822.28	4.35068783069	18.0829100529	3417.67	2253.6	2549.94	Bremer
16	2353	CRESCO	53349.19	147.373453039	45.0	17.2913785846	52136	4486.65	12.3940607735	49.6398066298	17969.61	17382.6	22925.67	Black Hawk
17	2367	SHENANDOAH	5010.83	111.351777778	73.0	16.6993968254	51601	346.75	7.70555555556	37.1326666667	1670.97	2023.44	1423.37	Mahaska
18	2413	DUBUQUE	90065.02	187.245363825	31.0	15.8801720127	52001	6261.29	13.0172349272	62.5838253638	30102.82	22459.16	6738.18	Jasper
19	2445	OAKLAND	7189.48	42.0437426901	78.0	15.9500974659	51560	571.79	3.34380116959	14.0303508772	2399.19	1215.08	1803.9	Scott
20	2448	INDIANOLA	17740.7	43.1647201946	91.0	17.0354280013	50125	1245.53	3.030486618	14.41486618	5924.51	5655.92	5269.8	Linn
21	2459	GUTHRIE CENTER	7352.33	68.0771296296	39.0	13.5748801081	50115	607.24	5.62259259259	22.7692592593	2459.08	1609.57	4790.07	Tama
22	2460	HAMPTON	33731.76	101.296576577	35.0	16.5959609714	50441	2782.46	8.35573573574	34.0257657658	11330.58	6746.61	4462.62	Sioux
23	2465	DUBUQUE	25831.8	66.0659846547	31.0	20.7763496894	52003	1713.2	4.38158567775	22.0711508951	8629.82	5615.99	780.34	Cerro Gordo
24	2475	WEST BEND	10681.07	144.338783784	55.0	15.482020592	50597	1044.94	14.1208108108	48.1475675676	3562.92	5672.76	33750.09	Linn
25	2478	ALTOONA	19840.65	230.705232558	77.0	24.7557751938	50009	1038.0	12.0697674419	76.9234883721	6615.42	4459.85	29515.64	Dickinson
26	2487	ANAMOSA	28900.96	70.6624938875	53.0	16.2241050456	52205	2547.85	6.22946210269	23.7251100244	9703.57	7256.6	18874.21	Johnson
27	2498	ARLINGTON	2259.67	38.9598275862	33.0	13.4860324302	50606	230.12	3.9675862069	13.0934482759	759.42	279.22	14605.93	Pottawattamie
28	2500	AMES	149121.63	126.481450382	85.0	18.9887612317	50010	10039.15	8.51497031383	42.2404410517	49801.48	40234.9	32726.43	Polk
29	2501	AMES	144833.66	113.062966432	85.0	18.8403059366	50010	9959.4	7.77470725995	37.8069711163	48430.73	31412.95	6147.99	Johnson
30	2502	ANKENY	150094.01	195.18076723	77.0	20.3203633261	50021	10698.09	13.9116905072	65.4685435631	50345.31	39420.06	23190.69	Story
31	2505	BOONE	70810.55	117.625498339	8.0	16.5789047226	50036	5593.45	9.29144518272	39.5548504983	23812.02	14559.28	9749.85	Lee
32	2506	BURLINGTON	143431.66	154.893801296	29.0	20.5936832642	52601	9022.58	9.74360691145	51.7555723542	47925.66	31009.77	112149.81	Warren
33	2507	BURLINGTON	29679.78	88.596358209	29.0	14.1319100924	52601	2542.23	7.58874626866	29.5785671642	9908.82	8344.01	17970.36	Webster
34	2508	CEDAR RAPIDS	115732.8	147.430318471	57.0	18.249818603	52405	7862.83	10.016343949	49.2495414013	38660.89	25427.31	5522.69	Tama
35	2509	CEDAR RAPIDS	49768.76	133.071550802	57.0	15.7037122217	52404	3801.9	10.1655080214	44.5159893048	16648.98	12372.23	21884.76	Polk
36	2512	IOWA CITY	419534.61	305.11608	52.0	19.7633901501	52240	25917.38	18.8490036364	101.871069091	140072.72	82117.82	16015.39	Polk
37	2513	IOWA CITY	60268.48	86.5926436782	52.0	17.2368573089	52240	4156.64	5.97218390805	28.9675	20161.38	12790.37	6279.24	Story
38	2514	MARION	13817.52	70.8590769231	57.0	13.44178852	50129	1163.28	5.96553846154	23.7091282051	4623.28	3122.25	25706.4	Scott
39	2515	MASON CITY	120977.04	93.9992540793	17.0	17.7549038924	50401	8866.56	6.88932400932	31.4624397824	40492.16	23580.17	17305.66	Polk
40	2517	NEWTON	76238.42	86.7331285552	50.0	17.6036811643	50208	5890.95	6.70187713311	29.0156427759	25504.75	17341.08	11791.07	Black Hawk
41	2518	RED OAK	38178.25	98.6518087855	69.0	19.1254385028	51566	3110.36	8.03710594315	32.9326098191	12744.92	10133.4	25920.76	Linn
42	2521	WEST DES MOINES	107379.85	136.615585242	77.0	19.0612378883	50265	7775.4	9.89236641221	45.6446946565	35876.73	25152.34	10451.43	Story
43	2522	SPIRIT LAKE	112353.87	172.321886503	30.0	17.7468267967	51360	7637.09	11.7133282209	57.5370552147	37514.16	17085.59	16112.16	Polk
44	2523	CENTERVILLE	35476.85	88.692125	4.0	17.5153426192	52544	3183.06	7.95765	29.617875	11847.15	6249.85	6963.62	Polk
45	2524	DUBUQUE	103507.58	149.361587302	31.0	18.8472409811	52001	6728.19	9.70878787879	49.8998701299	34580.61	20151.17	10845.15	Tama
46	2527	DES MOINES	56331.05	118.342542017	77.0	16.6190611244	50315	4392.49	9.22792016807	39.6182142857	18858.27	11848.69	11392.45	Cerro Gordo
47	2528	DES MOINES	121199.45	187.906124031	77.0	17.7353458841	50315	7700.05	11.9380620155	62.7890542636	40498.94	20559.95	13359.72	Wright
48	2529	CEDAR RAPIDS	35599.6	76.5582795699	57.0	14.5573492449	52405	3709.64	7.97772043011	25.5804731183	11894.92	5251.27	16258.06	Boone
49	2532	DES MOINES	53207.99	128.832905569	77.0	14.3113974403	50317	4254.25	10.3008474576	43.1306779661	17812.97	11724.24	13941.81	Jackson
50	2535	WEST DES MOINES	70392.17	142.783306288	77.0	18.7117598128	50265	4868.03	9.87430020284	48.123326572	23724.8	22751.92	12434.87	Carroll
51	2536	PLEASANT HILL	68196.39	119.016387435	77.0	21.2545994573	50317	4677.18	8.16261780105	39.7873298429	22798.14	16637.34	30131.57	Hamilton
52	2538	WATERLOO	55128.11	82.280761194	7.0	20.2126746905	50702	3832.0	5.71940298507	27.503358209	18427.25	10779.48	7880.18	Woodbury
53	2539	IOWA FALLS	65453.71	159.254768856	42.0	17.742636	50126	4701.26	11.4385888078	53.2201703163	21873.49	14048.75	29212.12	Linn
54	2543	OTTUWMA	61929.58	83.5756815115	90.0	18.1839087859	52501	4136.87	5.58282051282	27.9011605938	20674.76	11959.37	16286.12	Washington
55	2544	MARSHALLTOWN	121010.83	138.933214696	64.0	17.4576870859	50158	8021.91	9.21	46.4395177956	40448.82	31584.86	3763.08	Floyd
56	2545	IOWA CITY	50195.78	72.0169010043	52.0	20.5779659694	52245	3097.6	4.44418938307	24.0594691535	16769.45	8626.51	9745.29	Delaware
57	2548	ALTOONA	97735.72	132.973768707	77.0	19.0269715616	50009	6623.22	9.01118367347	44.4683537415	32684.24	15289.96	20284.02	O'Brien
58	2549	INDIANOLA	74931.34	146.064990253	91.0	16.5749234197	50125	5827.03	11.3587329435	49.0776998051	25176.86	26690.73	6997.28	Polk
59	2550	OSCEOLA	19825.77	56.4836752137	20.0	15.8092053317	50213	1498.05	4.26794871795	18.8972079772	6632.92	4156.78	4865.08	Polk
60	2551	CHARITON	32477.18	89.223021978	59.0	17.0544082452	50049	2362.04	6.48912087912	29.8475	10864.49	7919.5	17551.62	Buena Vista
61	2552	CEDAR RAPIDS	101064.0	102.498985801	57.0	18.7670464817	52404	7930.56	8.0431643002	34.2851622718	33805.17	23784.11	7132.69	Scott
62	2553	CRESTON	26164.9	96.5494464945	88.0	16.6688938213	50801	1885.08	6.95601476015	32.3121771218	8756.6	6809.61	20269.84	Pottawattamie
63	2554	DAVENPORT	22609.38	116.543195876	82.0	11.2060677467	52802	2278.8	11.7463917526	38.9981443299	7565.64	3970.74	2031.14	Lee
64	2555	KEOKUK	84398.07	155.143511029	56.0	17.7968636204	52632	5942.96	10.9245588235	51.8074816176	28183.27	14838.66	18427.93	Linn
65	2556	ESTHERVILLE	40672.86	77.4721142857	32.0	17.9416008951	51334	3221.51	6.13620952381	26.0683619048	13685.89	8146.62	25529.8	Black Hawk
66	2558	MOUNT PLEASANT	77222.04	185.184748201	44.0	17.5693575503	52641	6202.32	14.8736690647	62.5472901679	26082.22	29003.27	14998.9	Scott
67	2559	ALBIA	12022.75	89.0574074074	68.0	15.7226737213	52531	879.0	6.51111111111	29.9108888889	4037.97	2683.86	10709.43	Grundy
68	2560	MARION	116129.54	132.567968037	57.0	17.7033105023	52302	8342.02	9.52285388128	44.2666666667	38777.6	23703.59	16250.33	Linn
69	2561	DES MOINES	157134.87	154.356453831	77.0	20.1172369024	50321	10648.53	10.4602455796	51.9102259332	52844.61	30898.92	6581.91	Woodbury
70	2562	FORT DODGE	54966.77	212.226911197	94.0	13.3486927744	50501	5348.2	20.6494208494	71.79	18593.61	7341.93	9017.64	Dickinson
71	2564	WATERLOO	48879.54	146.785405405	7.0	15.6511194653	50701	3981.03	11.955045045	49.1307807808	16360.55	7412.45	7560.49	Dubuque
72	2565	SPENCER	71542.43	69.1899709865	21.0	17.9392659354	51301	5189.44	5.01880077369	23.1063539652	23891.97	17936.08	12685.78	Black Hawk
73	2566	KNOXVILLE	30363.02	93.4246769231	63.0	17.569227831	50138	2175.55	6.694	31.1883076923	10136.2	4163.07	23275.92	Adair
74	2567	DAVENPORT	46398.91	62.6166126856	82.0	15.1790999563	52806	4066.4	5.48771929825	20.9667071525	15536.33	6703.81	20714.1	Crawford
75	2568	CEDAR RAPIDS	25844.42	85.8618604651	57.0	14.6187970757	52402	2456.08	8.15973421927	28.6747840532	8631.11	7318.16	23330.04	Black Hawk
76	2569	CEDAR RAPIDS	48675.15	69.4367332382	57.0	16.7129001254	52402	3607.84	5.14670470756	23.20467903	16266.48	10685.78	3532.05	Henry
77	2571	WATERLOO	80618.12	161.23624	7.0	16.225965934	50703	5823.65	11.6473	53.95158	26975.79	14679.96	9549.58	Dickinson
78	2572	CEDAR FALLS	98831.43	75.9657417371	7.0	18.8003316365	50613	6080.74	4.67389700231	25.3861414297	33027.37	22911.98	13808.11	Linn
79	2573	MUSCATINE	122362.25	140.970334101	70.0	20.7518799212	52761	8191.67	9.4374078341	47.0564861751	40845.03	25145.27	6101.8	Guthrie
80	2575	WATERLOO	23572.2	94.2888	7.0	15.8950704762	50702	1881.0	7.524	31.54436	7886.09	6285.61	13852.41	Winneshiek
81	2576	STORM LAKE	51268.32	68.7242895442	11.0	18.7873311378	50588	3346.65	4.48612600536	22.9634316354	17130.72	16259.69	8397.24	Polk
82	2578	CHARLES CITY	66903.18	171.107877238	34.0	15.87161308	50616	5148.65	13.1679028133	57.3145524297	22409.99	10327.73	15130.15	Clay
83	2579	GRINNELL	30280.1	102.993537415	79.0	17.3761516035	50112	1977.6	6.72653061224	34.4070748299	10115.68	6348.57	14472.58	Muscatine
84	2582	MASON CITY	68202.92	106.901128527	17.0	17.223782235	50401	5502.68	8.62489028213	35.7379467085	22800.81	11165.02	15499.73	Taylor
85	2584	FORT MADISON	45631.0	92.7459349593	56.0	19.5061885405	52627	3239.7	6.58475609756	30.979898374	15242.11	9003.97	24845.74	Henry
86	2585	ALGONA	70885.9	135.53709369	55.0	16.8408607015	50511	5428.48	10.3795028681	45.4180879541	23753.66	9330.01	12428.5	Harrison
87	2587	JOHNSTON	80916.32	67.2062458472	77.0	18.50118974	50131	5387.34	4.47453488372	22.5151162791	27108.2	10162.14	3701.45	Story
88	2588	CEDAR RAPIDS	92001.25	133.722747093	57.0	19.2110357733	52403	5842.38	8.49183139535	44.7430232558	30783.2	21154.77	21228.83	Polk
89	2590	CEDAR RAPIDS	121474.94	110.532247498	57.0	20.964206524	52402	7987.13	7.26763421292	36.8876524113	40539.53	22397.57	19889.19	Johnson
90	2591	ATLANTIC	49416.0	99.0300601202	15.0	17.7114318962	50022	3497.37	7.00875751503	33.0615230461	16497.7	9210.44	29106.04	Adair
91	2592	MARSHALLTOWN	15110.9	66.275877193	64.0	15.1098215385	50158	1378.42	6.04570175439	22.1363596491	5047.09	3235.38	2842.62	Polk
92	2593	CARROLL	191192.4	213.622793296	14.0	18.3682348055	51401	13403.82	14.9763351955	71.676301676	64150.29	34944.39	3825.26	Story
93	2594	SIOUX CITY	73476.67	101.768240997	97.0	18.7802414797	51106	4828.17	6.68721606648	34.0273130194	24567.72	13641.55	5323.43	Johnson
94	2595	DENISON	76574.14	145.026780303	24.0	17.9217384084	51442	6750.82	12.7856439394	49.1724431818	25963.05	10176.63	14308.5	Hardin
95	2596	OTTUMWA	30207.68	78.4615064935	90.0	14.8328857656	52501	2737.63	7.11072727273	26.7224675325	10288.15	5262.24	8628.68	Polk
96	2597	CHEROKEE	18618.54	132.046382979	18.0	13.9225329281	51012	1590.95	11.2833333333	44.2536170213	6239.76	4452.34	24922.24	Muscatine
97	2599	CORALVILLE	6683.73	145.298478261	52.0	16.5171118012	52241	445.65	9.68804347826	48.6691304348	2238.78	6683.73	14793.59	Kossuth
98	2600	OSKALOOSA	20355.99	75.9551865672	62.0	15.0004832978	52577	1712.25	6.38899253731	25.4817164179	6829.1	3505.1	20510.67	Tama
99	2601	FAIRFIELD	55709.07	131.389316038	51.0	20.7833712615	52556	3457.66	8.15485849057	43.8772641509	18603.96	17207.46	9454.32	Polk
100	2602	WEBSTER CITY	50235.06	108.265215517	40.0	17.4205195832	50595	3943.12	8.49810344828	36.5069827586	16939.24	11573.41	11693.51	Muscatine
101	2603	BETTENDORF	132877.27	115.948752182	82.0	21.688430232	52722	8458.7	7.38106457243	38.7380453752	44393.8	22810.43	1458.07	Black Hawk
102	2604	LEMARS	53845.76	91.1095769882	75.0	18.2960139864	51031	3794.87	6.4210998308	30.4400507614	17990.07	9936.32	9593.03	Dallas
103	2605	CEDAR RAPIDS	95407.77	133.999676966	57.0	18.5501448341	52402	8283.86	11.6346348315	44.7853792135	31887.19	17219.72	4203.26	Scott
104	2606	HUMBOLDT	38012.27	105.297146814	46.0	17.1187125709	50548	2697.27	7.47166204986	35.2965096953	12742.04	7821.86	26817.84	Polk
105	2607	SHENANDOAH	46895.72	130.628746518	73.0	16.7137156855	51601	3355.13	9.34576601671	43.869275766	15749.07	12269.18	36360.48	Lee
106	2609	AMES	6466.98	53.4461157025	85.0	17.2088419913	50010	471.9	3.9	17.8917355372	2164.9	867.07	35692.35	Scott
107	2611	OTTUMWA	36242.75	101.520308123	90.0	19.0934104608	52501	2620.59	7.34058823529	33.9280672269	12112.32	8306.95	7701.0	Black Hawk
108	2612	PERRY	22949.94	70.8331481481	25.0	14.8370265556	50220	1754.1	5.41388888889	23.6568209877	7664.81	4226.93	28269.9	Polk
109	2613	COUNCIL BLUFFS	87587.02	106.813439024	78.0	18.1415650407	51501	6059.8	7.39	35.7814878049	29340.82	19945.52	15445.8	Decatur
110	2614	DAVENPORT	142675.29	138.385344326	82.0	19.2307544261	52807	9868.23	9.57151309408	46.2616488846	47695.76	32260.12	20153.84	Clinton
111	2616	CLINTON	154160.15	146.262001898	23.0	18.6486218408	52732	10585.88	10.0435294118	48.8353225806	51472.43	29203.48	12703.5	Butler
112	2618	CEDAR RAPIDS	21287.84	75.7574377224	57.0	16.0894696647	52402	1711.99	6.0924911032	25.3382918149	7120.06	3501.57	15265.89	Des Moines
113	2619	WEST DES MOINES	143958.96	140.998001959	77.0	22.1886352942	50266	8575.07	8.39869735553	47.1158570029	48105.29	24829.75	18462.7	Johnson
114	2620	WINDSOR HEIGHTS	97187.35	79.1427931596	77.0	19.3095549157	50311	6589.11	5.3657247557	26.4468241042	32476.7	20689.13	39259.97	Harrison
115	2621	SIOUX CITY	80768.93	130.694061489	97.0	18.5999571143	51105	5850.95	9.4675566343	43.656828479	26979.92	18011.98	18252.82	Sioux
116	2622	IOWA CITY	74371.39	139.533564728	52.0	19.2919886267	52240	5053.06	9.48041275797	46.6737898687	24877.13	7507.2	18304.19	Carroll
117	2623	SIOUX CITY	105500.98	102.328787585	97.0	19.7648389845	51104	7127.52	6.91321047527	34.1753831232	35234.82	19804.07	3230.97	Black Hawk
118	2624	DUBUQUE	92340.99	143.386630435	31.0	19.3532516149	52002	7576.48	11.7647204969	48.2764906832	31090.06	17093.93	34530.81	Calhoun
119	2625	DAVENPORT	181481.92	186.90208033	82.0	18.6178727475	52804	12015.67	12.3745314109	62.39130793	60581.96	39270.06	7638.75	Des Moines
120	2626	DES MOINES	89785.01	116.151371281	77.0	18.9056167764	50311	6020.27	7.78818887451	38.8332858991	30018.13	16458.24	217474.6	Black Hawk
121	2627	DES MOINES	84356.91	125.905835821	77.0	18.0539582975	50310	5552.31	8.28702985075	42.0481343284	28172.25	18166.89	19492.36	Webster
122	2628	ELDORA	14489.19	89.9949689441	42.0	13.744859509	50627	1265.5	7.8602484472	30.0497515528	4838.01	3707.63	11498.47	Des Moines
123	2629	COUNCIL BLUFFS	184362.74	168.367799087	78.0	19.1146289411	51503	11871.8	10.841826484	56.2246210046	61565.96	47220.5	12461.28	Pottawattamie
124	2630	WEST DES MOINES	20852.8	129.520496894	77.0	17.2805578387	50266	1369.73	8.50763975155	43.4201242236	6990.64	4664.84	5759.12	Linn
125	2633	DES MOINES	997924.42	501.217689603	77.0	20.9182251082	50320	61831.75	31.0556253139	167.184264189	332863.87	206799.86	12475.27	Polk
126	2635	DAVENPORT	109793.2	154.856417489	82.0	20.0904162822	52807	6728.43	9.49002820874	51.7350211566	36680.13	19905.65	14575.4	Polk
127	2636	DES MOINES	71847.1	181.891392405	77.0	17.2297691188	50317	5135.82	13.0020759494	60.7188860759	23983.96	16854.32	27860.24	Linn
128	2637	DAVENPORT	82748.32	127.895394127	82.0	16.3293935379	52804	6473.2	10.0049459042	42.7550231839	27662.5	19252.36	20013.29	Polk
129	2641	COUNCIL BLUFFS	26887.2	92.0794520548	78.0	17.9006266308	51501	2015.53	6.9025	30.7493493151	8978.81	5310.34	33941.42	Cerro Gordo
130	2642	PELLA	64223.84	112.083490401	63.0	17.6767285797	50219	4401.71	7.68186736475	37.479877836	21475.97	14350.94	13278.23	Polk
131	2643	WATERLOO	74627.1	108.627510917	7.0	20.3976158908	50701	4867.97	7.08583697234	36.2923871907	24932.87	16550.61	5401.75	Polk
132	2644	FORT DODGE	127279.07	199.496974922	94.0	18.2604415231	50501	8051.78	12.6203448276	66.6159561129	42500.98	29025.13	20309.18	Fayette
133	2647	CEDAR RAPIDS	113193.97	106.185712946	57.0	20.7140181835	52411	6584.19	6.17653846154	35.5469512195	37893.05	25156.43	8864.69	Pottawattamie
134	2648	WEST DES MOINES	158428.1	133.920625528	77.0	22.4036842251	50265	9284.07	7.84790363483	44.6917582418	52870.35	44321.35	7527.86	Jones
135	2649	DUBUQUE	63353.86	82.815503268	31.0	17.4859805478	52001	4773.9	6.24039215686	27.7855294118	21255.93	12822.75	2175.17	
136	2650	HARLAN	52433.13	127.574525547	83.0	17.489209825	51537	3510.55	8.54148418491	42.7090997567	17553.44	12580.51	2240.16	Polk
137	2651	WAVERLY	75700.39	93.1124108241	9.0	18.8013903976	50677	5533.34	6.80607626076	31.1213161132	25301.63	19073.52	1794.5	Polk
138	2652	MASON CITY	44868.03	107.855841346	17.0	17.3843744277	50401	3479.16	8.36336538462	36.1180528846	15025.11	11343.72	939.8	Story
139	2653	WASHINGTON	40854.29	95.2314452214	92.0	19.2958416366	52353	2834.57	6.60738927739	31.8234731935	13652.27	7597.11	5201.91	Polk
140	2655	CLARINDA	11721.06	93.0242857143	73.0	16.1641510025	51632	896.52	7.11523809524	31.1273015873	3922.04	2535.87	6163.49	Polk
141	2656	CORNING	11880.54	69.8855294118	22.0	16.8009022556	51632	777.06	4.57094117647	23.3647647059	3972.01	3070.48	8040.57	Linn
142	2657	BEDFORD	6130.51	54.7366964286	87.0	16.582057991	50833	466.28	4.16321428571	18.2850892857	2047.93	1459.28	29361.83	Pottawattamie
143	2658	MOUNT AYR	4328.83	98.3825	80.0	12.5383225108	50854	390.0	8.86363636364	32.8927272727	1447.28	567.0	34855.47	Polk
144	2660	SIOUX CENTER	22505.22	80.954028777	84.0	17.4526070572	51250	1420.0	5.10791366906	27.0311151079	7514.65	5289.26	21428.59	Clinton
145	2661	SHELDON	55649.93	151.634686649	71.0	16.8873624627	51201	3802.09	10.3599182561	50.6234059946	18578.79	9013.3	3384.43	Polk
146	2662	MUSCATINE	39124.65	78.8803427419	70.0	17.3194131877	52761	2741.94	5.52810483871	26.3601814516	13074.65	8577.92	750.7	Webster
147	2663	URBANDALE	171383.33	219.722217949	77.0	20.5362533578	50322	9979.92	12.7947692308	73.3832820513	57238.96	29761.65	1664.79	Hancock
148	2665	WAUKEE	126114.56	151.035401198	25.0	20.1727132406	50263	7466.59	8.9420239521	50.5167305389	42181.47	21028.9	54295.61	Benton
149	2666	ANKENY	117496.25	109.604710821	77.0	23.718615757	50023	6794.93	6.33855410448	36.6473320896	39285.94	25475.53	6508.03	Iowa
150	2667	SIOUX CITY	8456.63	70.4719166667	97.0	16.4010238095	51104	694.2	5.785	23.5991666667	2831.9	1802.63	6222.72	Story
151	2668	LEON	3689.69	83.8565909091	27.0	15.4883549784	50144	257.0	5.84090909091	28.0072727273	1232.32	332.43	8024.42	Dallas
152	2669	CORYDON	8603.63	78.9323853211	93.0	14.7641896024	50060	691.75	6.34633027523	26.4124770642	2878.96	1891.97	2625.54	Polk
153	2670	CORALVILLE	227060.96	189.691695906	52.0	19.2374941322	52241	13858.7	11.57786132	63.3403091061	75818.35	40125.22	546.23	Howard
154	2671	JEFFERSON	37455.21	191.098010204	37.0	17.1772060253	50129	3122.0	15.9285714286	65.0056632653	12741.11	8516.84	1270.86	Cerro Gordo
155	2672	WINTERSET	22373.06	118.375978836	61.0	17.6108440413	50273	1536.25	8.12830687831	39.6632275132	7496.35	4651.32	750.78	Appanoose
156	2806	CLINTON	41929.39	108.344677003	23.0	15.9807603107	52732	3154.41	8.15093023256	36.2174418605	14016.15	10736.99	1154.31	Clinton
157	2835	CEDAR FALLS	11751.32	102.185391304	7.0	14.4609606625	50613	991.5	8.62173913043	34.2736521739	3941.47	1331.33	1189.74	Black Hawk
158	2836	WATERLOO	2330.58	52.9677272727	7.0	13.9749594156	50703	206.37	4.69022727273	17.6615909091	777.11	497.41	1791.72	Linn
159	2837	WATERLOO	7695.68	108.389859155	7.0	14.9314553991	50702	629.25	8.86267605634	36.2576056338	2574.29	2017.38	1803.03	Polk
160	2838	DAVENPORT	5448.62	102.804150943	82.0	14.3341239892	52806	506.75	9.56132075472	34.359245283	1821.04	1532.06	2098.62	Black Hawk
161	2839	DAVENPORT	2662.88	106.5152	82.0	11.2200952381	52804	295.5	11.82	35.5576	888.94	1154.21	536.88	Linn
162	2840	BETTENDORF	8174.06	82.5662626263	82.0	15.89999038	52722	697.0	7.0404040404	27.6517171717	2737.52	2287.01	1684.0	Linn
163	2841	CEDAR RAPIDS	12938.88	120.92411215	57.0	13.9207654651	52403	1136.0	10.6168224299	40.7169158879	4356.71	3906.09	882.08	Jefferson
164	2843	CEDAR RAPIDS	9089.97	50.2208287293	57.0	16.9433833202	52402	714.5	3.94751381215	16.7710497238	3035.56	1372.2	1250.1	Polk
165	2844	IOWA CITY	8288.71	96.3803488372	52.0	13.9375692137	52240	759.5	8.83139534884	32.2389534884	2772.55	2179.13	495.84	Linn
166	2845	COUNCIL BLUFFS	3670.56	146.8224	78.0	15.1336380952	51503	279.0	11.16	49.0512	1226.28	1007.46	683.55	Emmet
167	2846	CEDAR RAPIDS	7393.12	58.6755555556	57.0	14.1605847106	52404	705.87	5.60214285714	19.5911111111	2468.48	2129.52	765.61	Marshall
168	2847	MARION	3106.47	72.2434883721	57.0	12.6752159468	52302	312.0	7.25581395349	24.1472093023	1038.33	1023.87	2673.52	Polk
169	2848	ANKENY	5441.14	93.8127586207	77.0	12.7701477833	50023	514.0	8.86206896552	31.3137931034	1816.2	1234.98	2744.26	Des Moines
170	2849	DES MOINES	2413.8	73.1454545455	77.0	17.3638852814	50320	169.14	5.12545454545	24.3915151515	804.92	763.98	448.17	Polk
171	2850	DES MOINES	4111.51	79.0675	77.0	16.0868223443	50313	307.25	5.90865384615	26.5055769231	1378.29	1139.62	2044.7	Black Hawk
172	2851	FORT DODGE	3928.72	106.181621622	94.0	14.7045559846	50501	341.5	9.22972972973	35.7408108108	1322.41	964.47	1852.32	Muscatine
173	2852	DES MOINES	6190.65	108.607894737	77.0	14.0750543024	50310	477.5	8.37719298246	36.269122807	2067.34	617.84	1538.62	Jefferson
174	2853	AMES	4100.43	113.900833333	85.0	17.8278306878	50014	251.25	6.97916666667	38.0233333333	1368.84	1529.4	1713.0	Linn
175	2854	URBANDALE	1360.56	46.915862069	77.0	13.4386863711	50323	112.0	3.86206896552	15.6420689655	453.62	3758.06	1402.46	Woodbury
176	2951	CLIVE	1529.4	95.5875	77.0	14.7844642857	50322	126.0	7.875	31.9025	510.44	12506.57	1565.13	Mahaska
177	2953	DES MOINES	3758.06	72.2703846154	77.0	12.2386336032	50316	373.56	7.18384615385	24.1923076923	1258.0	5796.19	4900.64	Page
178	2954	DES MOINES	12506.57	99.2584920635	77.0	17.0255187075	50300	915.15	7.2630952381	33.1738095238	4179.9	2817.78	54885.48	Jefferson
179	2955	DES MOINES	5796.19	92.003015873	77.0	14.024882842	50310	490.5	7.78571428571	30.6955555556	1933.82	1814.86	64472.88	Scott
